"","oppteam","season","team","id","pred","matchups","team.survscores","opp.survscores","powscore1","powscore2","opp.powscore1","opp.powscore2","sos.x","rpi.x","rank.x","sos.y","rpi.y","rank.y","winperlastq.x","winperlastq.y","orank.x","orank.y"
"327","1248","2015","1124","2015_1124_1248",0.5,"1124_1248",0.471154450051783,0.502483625097725,1.06376794234117,0.367713115153114,-0.707717344348208,1.63927757772201,0.6022,0.6299,3,0.489,0.5228,181,0.666666666666667,0.75,36.5,313
"328","1248","2015","1107","2015_1107_1248",0.5,"1107_1248",0.428548144119537,0.502483625097725,-0.0771664513996507,-0.138047179911353,-0.707717344348208,1.63927757772201,0.4572,0.5352,287,0.489,0.5228,181,0.875,0.75,222.5,313
"329","1248","2015","1186","2015_1186_1248",0.5,"1186_1248",0.472624387727066,0.502483625097725,0.533470752803599,2.38949171484468,-0.707717344348208,1.63927757772201,0.4792,0.5557,212,0.489,0.5228,181,0.727272727272727,0.75,243.5,313
"330","1248","2015","1139","2015_1139_1248",0.5,"1139_1248",0.483752334873705,0.502483625097725,1.31979984443973,-0.0345659095958911,-0.707717344348208,1.63927757772201,0.5672,0.5932,30,0.489,0.5228,181,0.5,0.75,43,313
"331","1248","2015","1234","2015_1234_1248",0.5,"1234_1248",0.475978163832279,0.502483625097725,1.30340353332211,-0.0779598426522309,-0.707717344348208,1.63927757772201,0.566,0.5782,34,0.489,0.5228,181,0.666666666666667,0.75,88,313
"332","1248","2015","1140","2015_1140_1248",0.5,"1140_1248",0.468356399876197,0.502483625097725,2.13870637864237,1.17989553392214,-0.707717344348208,1.63927757772201,0.5451,0.5848,74,0.489,0.5228,181,0.875,0.75,31.5,313
"333","1248","2015","1231","2015_1231_1248",0.5,"1231_1248",0.496890278732554,0.502483625097725,0.62494298798475,2.33357488862919,-0.707717344348208,1.63927757772201,0.5687,0.5652,27,0.489,0.5228,181,0.375,0.75,200.5,313
"334","1248","2015","1217","2015_1217_1248",0.5,"1217_1248",0.458701868355348,0.502483625097725,0.288370004770286,-0.833186945346294,-0.707717344348208,1.63927757772201,0.5064,0.5697,137,0.489,0.5228,181,0.777777777777778,0.75,240.5,313
"335","1248","2015","1242","2015_1242_1248",0.5,"1242_1248",0.457548637810785,0.502483625097725,1.56240534875969,-0.46204720586541,-0.707717344348208,1.63927757772201,0.6269,0.6687,1,0.489,0.5228,181,0.6,0.75,11,313
"336","1248","2015","1116","2015_1116_1248",0.5,"1116_1248",0.448679247427482,0.502483625097725,2.1837307868438,0.880016327631489,-0.707717344348208,1.63927757772201,0.5617,0.6123,42,0.489,0.5228,181,0.7,0.75,121,313
"337","1248","2015","1138","2015_1138_1248",0.5,"1138_1248",0.475666801223273,0.502483625097725,2.080884718892,-0.0439119688316877,-0.707717344348208,1.63927757772201,0.5412,0.5968,78,0.489,0.5228,181,0.888888888888889,0.75,116.5,313
"338","1248","2015","1209","2015_1209_1248",0.5,"1209_1248",0.478834131968684,0.502483625097725,0.710188113632942,-0.178009116933828,-0.707717344348208,1.63927757772201,0.4998,0.5695,150,0.489,0.5228,181,0.888888888888889,0.75,227,313
"339","1248","2015","1207","2015_1207_1248",0.5,"1207_1248",0.486450298708187,0.502483625097725,1.09740287719466,-0.490764857906045,-0.707717344348208,1.63927757772201,0.5883,0.6036,11,0.489,0.5228,181,0.714285714285714,0.75,55.5,313
"340","1248","2015","1157","2015_1157_1248",0.5,"1157_1248",0.482817670985052,0.502483625097725,0.92438978325159,0.293641269991396,-0.707717344348208,1.63927757772201,0.4488,0.5188,305,0.489,0.5228,181,0.875,0.75,294,313
"341","1248","2015","1211","2015_1211_1248",0.5,"1211_1248",0.320023408466506,0.502483625097725,1.53699124077782,1.59611923367714,-0.707717344348208,1.63927757772201,0.5452,0.643,72,0.489,0.5228,181,0.888888888888889,0.75,13.5,313
"342","1248","2015","1129","2015_1129_1248",0.5,"1129_1248",0.448516258296998,0.502483625097725,-0.358778066940572,1.91604235108864,-0.707717344348208,1.63927757772201,0.5154,0.5798,117,0.489,0.5228,181,0.777777777777778,0.75,150,313
"343","1248","2015","1112","2015_1112_1248",0.5,"1112_1248",0.389994664128782,0.502483625097725,2.7115223883102,-0.0637961053194179,-0.707717344348208,1.63927757772201,0.5713,0.6631,23,0.489,0.5228,181,1,0.75,39.5,313
"344","1248","2015","1173","2015_1173_1248",0.5,"1173_1248",0.461230687981209,0.502483625097725,0.295008829669677,-0.0466472585389268,-0.707717344348208,1.63927757772201,0.5273,0.592,93,0.489,0.5228,181,0.7,0.75,57,313
"345","1248","2015","1181","2015_1181_1248",0.5,"1181_1248",0.365445433839092,0.502483625097725,1.98754241934158,1.60533569908471,-0.707717344348208,1.63927757772201,0.5881,0.6613,12,0.489,0.5228,181,0.888888888888889,0.75,8,313
"346","1248","2015","1125","2015_1125_1248",0.5,"1125_1248",0.47087649165919,0.502483625097725,-0.456557682164201,2.37008279058229,-0.707717344348208,1.63927757772201,0.4703,0.5324,247,0.489,0.5228,181,1,0.75,145,313
"347","1248","2015","1246","2015_1246_1248",0.5,"1246_1248",0.195535662290117,0.502483625097725,2.81672622343726,0.406748629765302,-0.707717344348208,1.63927757772201,0.5707,0.678,25,0.489,0.5228,181,1,0.75,58.5,313
"348","1248","2015","1235","2015_1235_1248",0.5,"1235_1248",0.471921138879997,0.502483625097725,1.31227403994627,1.74702387592936,-0.707717344348208,1.63927757772201,0.5916,0.6353,6,0.489,0.5228,181,0.8,0.75,113,313
"349","1248","2015","1172","2015_1172_1248",0.5,"1172_1248",0.437307898220389,0.502483625097725,0.378383441895954,3.76750111422477,-0.707717344348208,1.63927757772201,0.5237,0.5866,103,0.489,0.5228,181,0.888888888888889,0.75,66,313
"350","1248","2015","1208","2015_1208_1248",0.5,"1208_1248",0.478554998497714,0.502483625097725,1.17966368387909,-0.930259415717173,-0.707717344348208,1.63927757772201,0.5632,0.582,39,0.489,0.5228,181,0.555555555555556,0.75,176,313
"351","1248","2015","1153","2015_1153_1248",0.5,"1153_1248",0.476091202991438,0.502483625097725,-0.103133647879918,-0.411569620604073,-0.707717344348208,1.63927757772201,0.5516,0.5828,60,0.489,0.5228,181,0.625,0.75,78,313
"352","1257","2015","1207","2015_1207_1257",0.5,"1207_1257",0.486450298708187,0.44438989211966,1.09740287719466,-0.490764857906045,1.60630585531916,0.0439237741161585,0.5883,0.6036,11,0.5745,0.6089,19,0.714285714285714,0.5,55.5,5
"353","1257","2015","1211","2015_1211_1257",0.5,"1211_1257",0.320023408466506,0.44438989211966,1.53699124077782,1.59611923367714,1.60630585531916,0.0439237741161585,0.5452,0.643,72,0.5745,0.6089,19,0.888888888888889,0.5,13.5,5
"354","1257","2015","1138","2015_1138_1257",0.5,"1138_1257",0.475666801223273,0.44438989211966,2.080884718892,-0.0439119688316877,1.60630585531916,0.0439237741161585,0.5412,0.5968,78,0.5745,0.6089,19,0.888888888888889,0.5,116.5,5
"355","1257","2015","1181","2015_1181_1257",0.5,"1181_1257",0.365445433839092,0.44438989211966,1.98754241934158,1.60533569908471,1.60630585531916,0.0439237741161585,0.5881,0.6613,12,0.5745,0.6089,19,0.888888888888889,0.5,8,5
"356","1257","2015","1172","2015_1172_1257",0.5,"1172_1257",0.437307898220389,0.44438989211966,0.378383441895954,3.76750111422477,1.60630585531916,0.0439237741161585,0.5237,0.5866,103,0.5745,0.6089,19,0.888888888888889,0.5,66,5
"357","1257","2015","1248","2015_1248_1257",0.5,"1248_1257",0.502483625097725,0.44438989211966,-0.707717344348208,1.63927757772201,1.60630585531916,0.0439237741161585,0.489,0.5228,181,0.5745,0.6089,19,0.75,0.5,313,5
"358","1257","2015","1140","2015_1140_1257",0.5,"1140_1257",0.468356399876197,0.44438989211966,2.13870637864237,1.17989553392214,1.60630585531916,0.0439237741161585,0.5451,0.5848,74,0.5745,0.6089,19,0.875,0.5,31.5,5
"359","1257","2015","1231","2015_1231_1257",0.5,"1231_1257",0.496890278732554,0.44438989211966,0.62494298798475,2.33357488862919,1.60630585531916,0.0439237741161585,0.5687,0.5652,27,0.5745,0.6089,19,0.375,0.5,200.5,5
"360","1257","2015","1157","2015_1157_1257",0.5,"1157_1257",0.482817670985052,0.44438989211966,0.92438978325159,0.293641269991396,1.60630585531916,0.0439237741161585,0.4488,0.5188,305,0.5745,0.6089,19,0.875,0.5,294,5
"361","1257","2015","1173","2015_1173_1257",0.5,"1173_1257",0.461230687981209,0.44438989211966,0.295008829669677,-0.0466472585389268,1.60630585531916,0.0439237741161585,0.5273,0.592,93,0.5745,0.6089,19,0.7,0.5,57,5
"362","1257","2015","1235","2015_1235_1257",0.5,"1235_1257",0.471921138879997,0.44438989211966,1.31227403994627,1.74702387592936,1.60630585531916,0.0439237741161585,0.5916,0.6353,6,0.5745,0.6089,19,0.8,0.5,113,5
"363","1257","2015","1209","2015_1209_1257",0.5,"1209_1257",0.478834131968684,0.44438989211966,0.710188113632942,-0.178009116933828,1.60630585531916,0.0439237741161585,0.4998,0.5695,150,0.5745,0.6089,19,0.888888888888889,0.5,227,5
"364","1257","2015","1107","2015_1107_1257",0.5,"1107_1257",0.428548144119537,0.44438989211966,-0.0771664513996507,-0.138047179911353,1.60630585531916,0.0439237741161585,0.4572,0.5352,287,0.5745,0.6089,19,0.875,0.5,222.5,5
"365","1257","2015","1153","2015_1153_1257",0.5,"1153_1257",0.476091202991438,0.44438989211966,-0.103133647879918,-0.411569620604073,1.60630585531916,0.0439237741161585,0.5516,0.5828,60,0.5745,0.6089,19,0.625,0.5,78,5
"366","1257","2015","1234","2015_1234_1257",0.5,"1234_1257",0.475978163832279,0.44438989211966,1.30340353332211,-0.0779598426522309,1.60630585531916,0.0439237741161585,0.566,0.5782,34,0.5745,0.6089,19,0.666666666666667,0.5,88,5
"367","1257","2015","1129","2015_1129_1257",0.5,"1129_1257",0.448516258296998,0.44438989211966,-0.358778066940572,1.91604235108864,1.60630585531916,0.0439237741161585,0.5154,0.5798,117,0.5745,0.6089,19,0.777777777777778,0.5,150,5
"368","1257","2015","1124","2015_1124_1257",0.5,"1124_1257",0.471154450051783,0.44438989211966,1.06376794234117,0.367713115153114,1.60630585531916,0.0439237741161585,0.6022,0.6299,3,0.5745,0.6089,19,0.666666666666667,0.5,36.5,5
"369","1257","2015","1217","2015_1217_1257",0.5,"1217_1257",0.458701868355348,0.44438989211966,0.288370004770286,-0.833186945346294,1.60630585531916,0.0439237741161585,0.5064,0.5697,137,0.5745,0.6089,19,0.777777777777778,0.5,240.5,5
"370","1257","2015","1125","2015_1125_1257",0.5,"1125_1257",0.47087649165919,0.44438989211966,-0.456557682164201,2.37008279058229,1.60630585531916,0.0439237741161585,0.4703,0.5324,247,0.5745,0.6089,19,1,0.5,145,5
"371","1257","2015","1139","2015_1139_1257",0.5,"1139_1257",0.483752334873705,0.44438989211966,1.31979984443973,-0.0345659095958911,1.60630585531916,0.0439237741161585,0.5672,0.5932,30,0.5745,0.6089,19,0.5,0.5,43,5
"372","1257","2015","1116","2015_1116_1257",0.5,"1116_1257",0.448679247427482,0.44438989211966,2.1837307868438,0.880016327631489,1.60630585531916,0.0439237741161585,0.5617,0.6123,42,0.5745,0.6089,19,0.7,0.5,121,5
"373","1257","2015","1186","2015_1186_1257",0.5,"1186_1257",0.472624387727066,0.44438989211966,0.533470752803599,2.38949171484468,1.60630585531916,0.0439237741161585,0.4792,0.5557,212,0.5745,0.6089,19,0.727272727272727,0.5,243.5,5
"374","1257","2015","1214","2015_1214_1257",0.5,"1214_1257",0.514359011319972,0.44438989211966,1.15986006629054,-0.97455023030369,1.60630585531916,0.0439237741161585,0.4346,0.4569,331,0.5745,0.6089,19,0.666666666666667,0.5,266.5,5
"375","1257","2015","1246","2015_1246_1257",0.5,"1246_1257",0.195535662290117,0.44438989211966,2.81672622343726,0.406748629765302,1.60630585531916,0.0439237741161585,0.5707,0.678,25,0.5745,0.6089,19,1,0.5,58.5,5
"376","1257","2015","1112","2015_1112_1257",0.5,"1112_1257",0.389994664128782,0.44438989211966,2.7115223883102,-0.0637961053194179,1.60630585531916,0.0439237741161585,0.5713,0.6631,23,0.5745,0.6089,19,1,0.5,39.5,5
"377","1257","2015","1208","2015_1208_1257",0.5,"1208_1257",0.478554998497714,0.44438989211966,1.17966368387909,-0.930259415717173,1.60630585531916,0.0439237741161585,0.5632,0.582,39,0.5745,0.6089,19,0.555555555555556,0.5,176,5
"378","1257","2015","1242","2015_1242_1257",0.5,"1242_1257",0.457548637810785,0.44438989211966,1.56240534875969,-0.46204720586541,1.60630585531916,0.0439237741161585,0.6269,0.6687,1,0.5745,0.6089,19,0.6,0.5,11,5
"379","1261","2015","1173","2015_1173_1261",0.5,"1173_1261",0.461230687981209,0.474663323890384,0.295008829669677,-0.0466472585389268,1.65338842249079,0.494624896029574,0.5273,0.592,93,0.535,0.5658,86,0.7,0.625,57,35
"380","1261","2015","1248","2015_1248_1261",0.5,"1248_1261",0.502483625097725,0.474663323890384,-0.707717344348208,1.63927757772201,1.65338842249079,0.494624896029574,0.489,0.5228,181,0.535,0.5658,86,0.75,0.625,313,35
"381","1261","2015","1207","2015_1207_1261",0.5,"1207_1261",0.486450298708187,0.474663323890384,1.09740287719466,-0.490764857906045,1.65338842249079,0.494624896029574,0.5883,0.6036,11,0.535,0.5658,86,0.714285714285714,0.625,55.5,35
"382","1261","2015","1140","2015_1140_1261",0.5,"1140_1261",0.468356399876197,0.474663323890384,2.13870637864237,1.17989553392214,1.65338842249079,0.494624896029574,0.5451,0.5848,74,0.535,0.5658,86,0.875,0.625,31.5,35
"383","1261","2015","1257","2015_1257_1261",0.5,"1257_1261",0.44438989211966,0.474663323890384,1.60630585531916,0.0439237741161585,1.65338842249079,0.494624896029574,0.5745,0.6089,19,0.535,0.5658,86,0.5,0.625,5,35
"384","1261","2015","1181","2015_1181_1261",0.5,"1181_1261",0.365445433839092,0.474663323890384,1.98754241934158,1.60533569908471,1.65338842249079,0.494624896029574,0.5881,0.6613,12,0.535,0.5658,86,0.888888888888889,0.625,8,35
"385","1261","2015","1125","2015_1125_1261",0.5,"1125_1261",0.47087649165919,0.474663323890384,-0.456557682164201,2.37008279058229,1.65338842249079,0.494624896029574,0.4703,0.5324,247,0.535,0.5658,86,1,0.625,145,35
"386","1261","2015","1153","2015_1153_1261",0.5,"1153_1261",0.476091202991438,0.474663323890384,-0.103133647879918,-0.411569620604073,1.65338842249079,0.494624896029574,0.5516,0.5828,60,0.535,0.5658,86,0.625,0.625,78,35
"387","1261","2015","1211","2015_1211_1261",0.5,"1211_1261",0.320023408466506,0.474663323890384,1.53699124077782,1.59611923367714,1.65338842249079,0.494624896029574,0.5452,0.643,72,0.535,0.5658,86,0.888888888888889,0.625,13.5,35
"388","1261","2015","1231","2015_1231_1261",0.5,"1231_1261",0.496890278732554,0.474663323890384,0.62494298798475,2.33357488862919,1.65338842249079,0.494624896029574,0.5687,0.5652,27,0.535,0.5658,86,0.375,0.625,200.5,35
"389","1261","2015","1138","2015_1138_1261",0.5,"1138_1261",0.475666801223273,0.474663323890384,2.080884718892,-0.0439119688316877,1.65338842249079,0.494624896029574,0.5412,0.5968,78,0.535,0.5658,86,0.888888888888889,0.625,116.5,35
"390","1261","2015","1186","2015_1186_1261",0.5,"1186_1261",0.472624387727066,0.474663323890384,0.533470752803599,2.38949171484468,1.65338842249079,0.494624896029574,0.4792,0.5557,212,0.535,0.5658,86,0.727272727272727,0.625,243.5,35
"391","1261","2015","1208","2015_1208_1261",0.5,"1208_1261",0.478554998497714,0.474663323890384,1.17966368387909,-0.930259415717173,1.65338842249079,0.494624896029574,0.5632,0.582,39,0.535,0.5658,86,0.555555555555556,0.625,176,35
"392","1261","2015","1172","2015_1172_1261",0.5,"1172_1261",0.437307898220389,0.474663323890384,0.378383441895954,3.76750111422477,1.65338842249079,0.494624896029574,0.5237,0.5866,103,0.535,0.5658,86,0.888888888888889,0.625,66,35
"393","1261","2015","1107","2015_1107_1261",0.5,"1107_1261",0.428548144119537,0.474663323890384,-0.0771664513996507,-0.138047179911353,1.65338842249079,0.494624896029574,0.4572,0.5352,287,0.535,0.5658,86,0.875,0.625,222.5,35
"394","1261","2015","1124","2015_1124_1261",0.5,"1124_1261",0.471154450051783,0.474663323890384,1.06376794234117,0.367713115153114,1.65338842249079,0.494624896029574,0.6022,0.6299,3,0.535,0.5658,86,0.666666666666667,0.625,36.5,35
"395","1261","2015","1157","2015_1157_1261",0.5,"1157_1261",0.482817670985052,0.474663323890384,0.92438978325159,0.293641269991396,1.65338842249079,0.494624896029574,0.4488,0.5188,305,0.535,0.5658,86,0.875,0.625,294,35
"396","1261","2015","1214","2015_1214_1261",0.5,"1214_1261",0.514359011319972,0.474663323890384,1.15986006629054,-0.97455023030369,1.65338842249079,0.494624896029574,0.4346,0.4569,331,0.535,0.5658,86,0.666666666666667,0.625,266.5,35
"397","1261","2015","1116","2015_1116_1261",0.5,"1116_1261",0.448679247427482,0.474663323890384,2.1837307868438,0.880016327631489,1.65338842249079,0.494624896029574,0.5617,0.6123,42,0.535,0.5658,86,0.7,0.625,121,35
"398","1261","2015","1139","2015_1139_1261",0.5,"1139_1261",0.483752334873705,0.474663323890384,1.31979984443973,-0.0345659095958911,1.65338842249079,0.494624896029574,0.5672,0.5932,30,0.535,0.5658,86,0.5,0.625,43,35
"399","1261","2015","1217","2015_1217_1261",0.5,"1217_1261",0.458701868355348,0.474663323890384,0.288370004770286,-0.833186945346294,1.65338842249079,0.494624896029574,0.5064,0.5697,137,0.535,0.5658,86,0.777777777777778,0.625,240.5,35
"400","1261","2015","1246","2015_1246_1261",0.5,"1246_1261",0.195535662290117,0.474663323890384,2.81672622343726,0.406748629765302,1.65338842249079,0.494624896029574,0.5707,0.678,25,0.535,0.5658,86,1,0.625,58.5,35
"401","1261","2015","1129","2015_1129_1261",0.5,"1129_1261",0.448516258296998,0.474663323890384,-0.358778066940572,1.91604235108864,1.65338842249079,0.494624896029574,0.5154,0.5798,117,0.535,0.5658,86,0.777777777777778,0.625,150,35
"402","1261","2015","1209","2015_1209_1261",0.5,"1209_1261",0.478834131968684,0.474663323890384,0.710188113632942,-0.178009116933828,1.65338842249079,0.494624896029574,0.4998,0.5695,150,0.535,0.5658,86,0.888888888888889,0.625,227,35
"403","1261","2015","1234","2015_1234_1261",0.5,"1234_1261",0.475978163832279,0.474663323890384,1.30340353332211,-0.0779598426522309,1.65338842249079,0.494624896029574,0.566,0.5782,34,0.535,0.5658,86,0.666666666666667,0.625,88,35
"404","1261","2015","1242","2015_1242_1261",0.5,"1242_1261",0.457548637810785,0.474663323890384,1.56240534875969,-0.46204720586541,1.65338842249079,0.494624896029574,0.6269,0.6687,1,0.535,0.5658,86,0.6,0.625,11,35
"405","1261","2015","1235","2015_1235_1261",0.5,"1235_1261",0.471921138879997,0.474663323890384,1.31227403994627,1.74702387592936,1.65338842249079,0.494624896029574,0.5916,0.6353,6,0.535,0.5658,86,0.8,0.625,113,35
"406","1261","2015","1112","2015_1112_1261",0.5,"1112_1261",0.389994664128782,0.474663323890384,2.7115223883102,-0.0637961053194179,1.65338842249079,0.494624896029574,0.5713,0.6631,23,0.535,0.5658,86,1,0.625,39.5,35
"407","1264","2015","1248","2015_1248_1264",0.5,"1248_1264",0.502483625097725,0.498440418121308,-0.707717344348208,1.63927757772201,0.966070499181888,-0.678655542491562,0.489,0.5228,181,0.4615,0.5038,275,0.75,0.777777777777778,313,184
"408","1264","2015","1186","2015_1186_1264",0.5,"1186_1264",0.472624387727066,0.498440418121308,0.533470752803599,2.38949171484468,0.966070499181888,-0.678655542491562,0.4792,0.5557,212,0.4615,0.5038,275,0.727272727272727,0.777777777777778,243.5,184
"409","1264","2015","1112","2015_1112_1264",0.5,"1112_1264",0.389994664128782,0.498440418121308,2.7115223883102,-0.0637961053194179,0.966070499181888,-0.678655542491562,0.5713,0.6631,23,0.4615,0.5038,275,1,0.777777777777778,39.5,184
"410","1264","2015","1261","2015_1261_1264",0.5,"1261_1264",0.474663323890384,0.498440418121308,1.65338842249079,0.494624896029574,0.966070499181888,-0.678655542491562,0.535,0.5658,86,0.4615,0.5038,275,0.625,0.777777777777778,35,184
"411","1264","2015","1125","2015_1125_1264",0.5,"1125_1264",0.47087649165919,0.498440418121308,-0.456557682164201,2.37008279058229,0.966070499181888,-0.678655542491562,0.4703,0.5324,247,0.4615,0.5038,275,1,0.777777777777778,145,184
"412","1264","2015","1235","2015_1235_1264",0.5,"1235_1264",0.471921138879997,0.498440418121308,1.31227403994627,1.74702387592936,0.966070499181888,-0.678655542491562,0.5916,0.6353,6,0.4615,0.5038,275,0.8,0.777777777777778,113,184
"413","1264","2015","1234","2015_1234_1264",0.5,"1234_1264",0.475978163832279,0.498440418121308,1.30340353332211,-0.0779598426522309,0.966070499181888,-0.678655542491562,0.566,0.5782,34,0.4615,0.5038,275,0.666666666666667,0.777777777777778,88,184
"414","1264","2015","1153","2015_1153_1264",0.5,"1153_1264",0.476091202991438,0.498440418121308,-0.103133647879918,-0.411569620604073,0.966070499181888,-0.678655542491562,0.5516,0.5828,60,0.4615,0.5038,275,0.625,0.777777777777778,78,184
"415","1264","2015","1242","2015_1242_1264",0.5,"1242_1264",0.457548637810785,0.498440418121308,1.56240534875969,-0.46204720586541,0.966070499181888,-0.678655542491562,0.6269,0.6687,1,0.4615,0.5038,275,0.6,0.777777777777778,11,184
"416","1264","2015","1257","2015_1257_1264",0.5,"1257_1264",0.44438989211966,0.498440418121308,1.60630585531916,0.0439237741161585,0.966070499181888,-0.678655542491562,0.5745,0.6089,19,0.4615,0.5038,275,0.5,0.777777777777778,5,184
"417","1264","2015","1181","2015_1181_1264",0.5,"1181_1264",0.365445433839092,0.498440418121308,1.98754241934158,1.60533569908471,0.966070499181888,-0.678655542491562,0.5881,0.6613,12,0.4615,0.5038,275,0.888888888888889,0.777777777777778,8,184
"418","1264","2015","1217","2015_1217_1264",0.5,"1217_1264",0.458701868355348,0.498440418121308,0.288370004770286,-0.833186945346294,0.966070499181888,-0.678655542491562,0.5064,0.5697,137,0.4615,0.5038,275,0.777777777777778,0.777777777777778,240.5,184
"419","1264","2015","1246","2015_1246_1264",0.5,"1246_1264",0.195535662290117,0.498440418121308,2.81672622343726,0.406748629765302,0.966070499181888,-0.678655542491562,0.5707,0.678,25,0.4615,0.5038,275,1,0.777777777777778,58.5,184
"420","1264","2015","1116","2015_1116_1264",0.5,"1116_1264",0.448679247427482,0.498440418121308,2.1837307868438,0.880016327631489,0.966070499181888,-0.678655542491562,0.5617,0.6123,42,0.4615,0.5038,275,0.7,0.777777777777778,121,184
"421","1264","2015","1129","2015_1129_1264",0.5,"1129_1264",0.448516258296998,0.498440418121308,-0.358778066940572,1.91604235108864,0.966070499181888,-0.678655542491562,0.5154,0.5798,117,0.4615,0.5038,275,0.777777777777778,0.777777777777778,150,184
"422","1264","2015","1124","2015_1124_1264",0.5,"1124_1264",0.471154450051783,0.498440418121308,1.06376794234117,0.367713115153114,0.966070499181888,-0.678655542491562,0.6022,0.6299,3,0.4615,0.5038,275,0.666666666666667,0.777777777777778,36.5,184
"423","1264","2015","1207","2015_1207_1264",0.5,"1207_1264",0.486450298708187,0.498440418121308,1.09740287719466,-0.490764857906045,0.966070499181888,-0.678655542491562,0.5883,0.6036,11,0.4615,0.5038,275,0.714285714285714,0.777777777777778,55.5,184
"424","1264","2015","1172","2015_1172_1264",0.5,"1172_1264",0.437307898220389,0.498440418121308,0.378383441895954,3.76750111422477,0.966070499181888,-0.678655542491562,0.5237,0.5866,103,0.4615,0.5038,275,0.888888888888889,0.777777777777778,66,184
"425","1264","2015","1140","2015_1140_1264",0.5,"1140_1264",0.468356399876197,0.498440418121308,2.13870637864237,1.17989553392214,0.966070499181888,-0.678655542491562,0.5451,0.5848,74,0.4615,0.5038,275,0.875,0.777777777777778,31.5,184
"426","1264","2015","1173","2015_1173_1264",0.5,"1173_1264",0.461230687981209,0.498440418121308,0.295008829669677,-0.0466472585389268,0.966070499181888,-0.678655542491562,0.5273,0.592,93,0.4615,0.5038,275,0.7,0.777777777777778,57,184
"427","1264","2015","1139","2015_1139_1264",0.5,"1139_1264",0.483752334873705,0.498440418121308,1.31979984443973,-0.0345659095958911,0.966070499181888,-0.678655542491562,0.5672,0.5932,30,0.4615,0.5038,275,0.5,0.777777777777778,43,184
"428","1264","2015","1231","2015_1231_1264",0.5,"1231_1264",0.496890278732554,0.498440418121308,0.62494298798475,2.33357488862919,0.966070499181888,-0.678655542491562,0.5687,0.5652,27,0.4615,0.5038,275,0.375,0.777777777777778,200.5,184
"429","1264","2015","1209","2015_1209_1264",0.5,"1209_1264",0.478834131968684,0.498440418121308,0.710188113632942,-0.178009116933828,0.966070499181888,-0.678655542491562,0.4998,0.5695,150,0.4615,0.5038,275,0.888888888888889,0.777777777777778,227,184
"430","1264","2015","1211","2015_1211_1264",0.5,"1211_1264",0.320023408466506,0.498440418121308,1.53699124077782,1.59611923367714,0.966070499181888,-0.678655542491562,0.5452,0.643,72,0.4615,0.5038,275,0.888888888888889,0.777777777777778,13.5,184
"431","1264","2015","1214","2015_1214_1264",0.5,"1214_1264",0.514359011319972,0.498440418121308,1.15986006629054,-0.97455023030369,0.966070499181888,-0.678655542491562,0.4346,0.4569,331,0.4615,0.5038,275,0.666666666666667,0.777777777777778,266.5,184
"432","1264","2015","1107","2015_1107_1264",0.5,"1107_1264",0.428548144119537,0.498440418121308,-0.0771664513996507,-0.138047179911353,0.966070499181888,-0.678655542491562,0.4572,0.5352,287,0.4615,0.5038,275,0.875,0.777777777777778,222.5,184
"433","1264","2015","1157","2015_1157_1264",0.5,"1157_1264",0.482817670985052,0.498440418121308,0.92438978325159,0.293641269991396,0.966070499181888,-0.678655542491562,0.4488,0.5188,305,0.4615,0.5038,275,0.875,0.777777777777778,294,184
"434","1264","2015","1138","2015_1138_1264",0.5,"1138_1264",0.475666801223273,0.498440418121308,2.080884718892,-0.0439119688316877,0.966070499181888,-0.678655542491562,0.5412,0.5968,78,0.4615,0.5038,275,0.888888888888889,0.777777777777778,116.5,184
"435","1264","2015","1208","2015_1208_1264",0.5,"1208_1264",0.478554998497714,0.498440418121308,1.17966368387909,-0.930259415717173,0.966070499181888,-0.678655542491562,0.5632,0.582,39,0.4615,0.5038,275,0.555555555555556,0.777777777777778,176,184
"436","1268","2015","1129","2015_1129_1268",0.5,"1129_1268",0.448516258296998,0.433169977437812,-0.358778066940572,1.91604235108864,0.558514416298682,0.190755600434258,0.5154,0.5798,117,0.5609,0.6262,45,0.777777777777778,0.875,150,46
"437","1268","2015","1157","2015_1157_1268",0.5,"1157_1268",0.482817670985052,0.433169977437812,0.92438978325159,0.293641269991396,0.558514416298682,0.190755600434258,0.4488,0.5188,305,0.5609,0.6262,45,0.875,0.875,294,46
"438","1268","2015","1235","2015_1235_1268",0.5,"1235_1268",0.471921138879997,0.433169977437812,1.31227403994627,1.74702387592936,0.558514416298682,0.190755600434258,0.5916,0.6353,6,0.5609,0.6262,45,0.8,0.875,113,46
"439","1268","2015","1125","2015_1125_1268",0.5,"1125_1268",0.47087649165919,0.433169977437812,-0.456557682164201,2.37008279058229,0.558514416298682,0.190755600434258,0.4703,0.5324,247,0.5609,0.6262,45,1,0.875,145,46
"440","1268","2015","1248","2015_1248_1268",0.5,"1248_1268",0.502483625097725,0.433169977437812,-0.707717344348208,1.63927757772201,0.558514416298682,0.190755600434258,0.489,0.5228,181,0.5609,0.6262,45,0.75,0.875,313,46
"441","1268","2015","1107","2015_1107_1268",0.5,"1107_1268",0.428548144119537,0.433169977437812,-0.0771664513996507,-0.138047179911353,0.558514416298682,0.190755600434258,0.4572,0.5352,287,0.5609,0.6262,45,0.875,0.875,222.5,46
