"","oppteam","season","team","score","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","scorediff","lose","X","daynum","numot","wloc","team.survscores","opp.survscores","win","powscore1","powscore2","opp.powscore1","opp.powscore2","sos.x","rpi.x","rank.x","sos.y","rpi.y","rank.y","winperlastq.x","winperlastq.y","orank.x","orank.y"
"95",1173,2014,1390,72,22,58,5,21,23,33,15,20,10,12,7,5,24,-10,1,767,143,0,"N",0.491908292271808,0.468694870772762,"lose",0.677783498613137,0.266583062982253,0.582103732087797,-0.14808346875892,0.5771,0.5868,17,0.5539,0.5837,62,0.6,0.75,44,55
"96",1173,2014,1393,53,21,54,0,10,11,14,11,20,4,9,6,7,16,-2,1,751,138,0,"N",0.319516865778717,0.468694870772762,"lose",0.239061023816399,0.21107961601609,0.582103732087797,-0.14808346875892,0.5537,0.6219,63,0.5539,0.5837,62,0.375,0.75,7,55
"97",1174,2014,1277,93,30,56,10,19,23,25,10,32,16,14,4,2,27,15,0,724,136,0,"N",0.43502547092824,0.433027853256115,"win",1.22460508941052,-1.64589540795956,1.66248643583457,-0.374431577435498,0.5796,0.6199,13,0.4907,0.564,177,0.6,0.75,9,100
"98",1178,2012,1242,65,23,50,5,16,14,23,7,33,12,14,6,5,17,15,0,605,137,0,"N",0.414521897027061,0.496150457825152,"win",1.68116587149796,0.104704104599487,0.876735355397237,-1.21622745899487,0.594,0.6793,9,0.5062,0.5101,143,0.888888888888889,0.9,6,155
"99",1181,2011,1276,71,27,53,7,21,10,11,4,18,13,7,7,0,23,-2,1,558,139,0,"N",0.48876064194552,0.387091596033991,"lose",-0.185036204601309,-2.82225503550871,2.64386310443501,-0.358312620911768,0.5546,0.5202,52,0.5884,0.6637,8,0.625,0.8,58,3
"100",1181,2011,1214,45,19,55,4,14,3,7,9,20,4,17,2,1,17,-42,1,534,137,0,"N",0.463652618231962,0.387091596033991,"lose",0.610733847145594,0.253724107394882,2.64386310443501,-0.358312620911768,0.4177,0.4269,335,0.5884,0.6637,8,0.666666666666667,0.8,145,3
"101",1181,2011,1112,93,34,63,9,15,16,21,16,24,15,12,7,3,21,16,0,565,143,0,"N",0.442458674954578,0.387091596033991,"win",1.137659346061,-0.269311678125604,2.64386310443501,-0.358312620911768,0.5613,0.5414,41,0.5884,0.6637,8,0.7,0.8,21,3
"102",1181,2012,1250,75,22,52,6,18,25,37,9,25,12,8,7,1,22,5,0,606,137,0,"N",0.452993503390194,0.434422004716733,"win",1.3463678565777,1.07840089111908,1.64680958573067,0.817837448074172,0.4547,0.4758,273,0.5768,0.6611,24,0.888888888888889,0.777777777777778,105,7
"103",1181,2013,1166,50,16,53,2,19,16,18,7,26,9,10,2,2,26,-16,1,691,139,0,"N",0.427611377957244,0.390146478484371,"lose",0.18145108661781,2.42882283891355,1.47261680792193,1.71450007668886,0.5442,0.6091,82,0.6068,0.6724,1,0.875,0.625,16,2
"104",1181,2013,1257,85,29,55,2,13,25,36,11,26,8,8,10,9,23,22,0,709,146,0,"N",0.401379312248549,0.390146478484371,"win",2.07632388917808,0.314632046598255,1.47261680792193,1.71450007668886,0.5941,0.661,6,0.6068,0.6724,1,1,0.625,5,2
"105",1181,2013,1277,61,20,50,3,12,18,24,8,25,6,11,6,4,24,-10,1,703,144,0,"N",0.44928817606517,0.390146478484371,"lose",0.384984902205926,-0.186625316878557,1.47261680792193,1.71450007668886,0.5966,0.6369,3,0.6068,0.6724,1,0.5,0.625,15,2
"106",1181,2013,1107,61,19,52,9,15,14,16,10,16,14,13,7,2,19,-12,1,668,137,0,"N",0.480218241201715,0.390146478484371,"lose",-0.315272266103132,-0.204305802172509,1.47261680792193,1.71450007668886,0.4565,0.5201,279,0.6068,0.6724,1,0.75,0.625,148,2
"107",1181,2014,1273,78,25,45,5,13,23,28,3,24,16,8,3,0,15,7,0,742,137,0,"N",0.463074156647112,0.459605558678511,"win",1.41181387762047,-1.27296169405255,1.48147400729672,-1.6153048308033,0.4772,0.5553,219,0.5907,0.6371,6,0.777777777777778,0.7,91,11
"108",1184,2014,1242,80,32,53,0,7,16,24,14,29,17,14,2,7,14,11,0,739,137,0,"N",0.461772432052757,0.47589714974023,"win",1.52840225215427,0.961564764642113,0.367029081886825,-1.85324525519551,0.6344,0.661,1,0.472,0.5393,229,0.666666666666667,0.875,7,140
"109",1195,2013,1207,68,24,64,7,27,13,20,11,28,15,14,6,4,33,-10,1,669,137,0,"N",0.416920510746369,0.47645586869287,"lose",-0.204945951557045,0.354792555085349,0.941199611401451,0.636938219489219,0.5795,0.635,16,0.4784,0.5444,211,0.777777777777778,0.75,22,130
"110",1195,2013,1196,62,22,57,4,15,14,23,15,20,12,10,11,3,11,12,0,704,144,0,"N",0.431196142088057,0.47645586869287,"win",0.32311300861802,2.67456553426852,0.941199611401451,0.636938219489219,0.5758,0.6399,21,0.4784,0.5444,211,0.6,0.75,4,130
"111",1195,2013,1361,71,27,61,8,23,9,13,14,20,16,17,10,6,11,-10,1,692,139,0,"N",0.465014855089211,0.47645586869287,"lose",0.78190695900375,0.425827455797322,0.941199611401451,0.636938219489219,0.5798,0.6042,15,0.4784,0.5444,211,0.5,0.75,29,130
"112",1196,2011,1139,74,24,60,9,33,17,27,16,25,8,10,2,1,20,3,0,573,145,1,"N",0.458272833919525,0.453376098450391,"win",0.816641754885432,-0.712937099952782,1.16458055977841,-0.347345911137216,0.5418,0.6267,76,0.5648,0.5749,36,1,0.777777777777778,49,20
"113",1196,2011,1417,65,23,55,3,13,16,25,14,21,12,8,4,5,14,-8,1,552,138,0,"N",0.464356387276312,0.453376098450391,"lose",0.58489726478949,0.867769805645872,1.16458055977841,-0.347345911137216,0.5607,0.5178,43,0.5648,0.5749,36,0.666666666666667,0.777777777777778,54,20
"114",1196,2011,1140,74,25,71,10,37,14,16,12,30,13,12,11,1,19,-9,1,568,143,1,"N",0.390985497585693,0.453376098450391,"lose",2.53099254939479,-0.429372941621237,1.16458055977841,-0.347345911137216,0.5252,0.6125,116,0.5648,0.5749,36,0.777777777777778,0.777777777777778,7,20
"115",1196,2011,1364,51,17,47,5,19,12,18,8,18,8,17,7,3,17,-28,1,521,136,0,"N",0.513556035891363,0.453376098450391,"lose",-0.439748343982023,-0.657276764228992,1.16458055977841,-0.347345911137216,0.485,0.542,194,0.5648,0.5749,36,0.6,0.777777777777778,138,20
"116",1196,2012,1438,45,18,47,3,18,6,10,2,21,12,13,5,1,15,-26,1,602,137,0,"N",0.441418533976081,0.465286231270942,"lose",-0.380984537085851,0.0222802581958872,0.864202664479403,2.87712414535246,0.5259,0.5114,103,0.6014,0.6414,4,0.375,0.444444444444444,28,17.5
"117",1196,2012,1257,72,27,60,6,16,12,15,8,22,11,6,6,3,21,4,0,640,145,0,"N",0.435604313488684,0.465286231270942,"win",1.1094401265631,-0.268456219839222,0.864202664479403,2.87712414535246,0.5897,0.6222,13,0.6014,0.6414,4,0.636363636363636,0.444444444444444,19,17.5
"118",1196,2012,1313,50,18,66,4,24,10,13,14,17,9,8,3,3,21,-34,1,625,139,0,"N",0.456296502572518,0.465286231270942,"lose",0.89334886386508,-0.848530066402266,0.864202664479403,2.87712414535246,0.4521,0.4375,286,0.6014,0.6414,4,0.888888888888889,0.444444444444444,143,17.5
"119",1196,2012,1266,58,20,65,6,21,12,18,15,26,11,9,8,3,17,-10,1,632,143,0,"N",0.425248055288652,0.465286231270942,"lose",1.92541325222137,-0.216199743768557,0.864202664479403,2.87712414535246,0.5726,0.5684,30,0.6014,0.6414,4,0.714285714285714,0.444444444444444,14,17.5
"120",1196,2013,1195,50,20,44,4,11,6,11,6,22,11,20,7,3,20,-12,1,704,144,0,"N",0.47645586869287,0.431196142088057,"lose",0.941199611401451,0.636938219489219,0.32311300861802,2.67456553426852,0.4784,0.5444,211,0.5758,0.6399,21,0.75,0.6,130,4
"121",1196,2013,1276,79,30,65,10,19,9,13,9,26,18,11,13,5,13,20,0,710,146,0,"N",0.407445677179044,0.431196142088057,"win",0.384049715390254,2.2840942424552,0.32311300861802,2.67456553426852,0.5594,0.6176,47,0.5758,0.6399,21,0.625,0.6,5,4
"122",1196,2013,1322,47,18,50,3,16,8,11,6,20,9,15,2,3,19,-32,1,670,137,0,"N",0.459852054464557,0.431196142088057,"lose",2.54875630185835,-0.188928315593501,0.32311300861802,2.67456553426852,0.4831,0.5545,194,0.5758,0.6399,21,0.777777777777778,0.6,125,4
"123",1196,2013,1278,64,20,50,8,18,16,22,13,16,11,14,4,1,25,-14,1,693,139,0,"N",0.453585548931574,0.431196142088057,"lose",1.06608511272294,-0.659779946807955,0.32311300861802,2.67456553426852,0.5958,0.6001,4,0.5758,0.6399,21,0.375,0.6,15,4
"124",1196,2014,1107,55,20,51,4,13,11,14,6,21,10,10,4,2,15,-12,1,720,136,0,"N",0.513167461868527,0.313457462581275,"lose",-0.575447987194645,0.829437195156658,0.785039298375701,-0.44050590392498,0.4497,0.488,284,0.5817,0.6764,11,0.857142857142857,1,202,9
"125",1196,2014,1173,52,19,48,8,18,6,8,5,21,11,9,5,5,19,-10,1,774,145,0,"N",0.468694870772762,0.313457462581275,"lose",0.582103732087797,-0.14808346875892,0.785039298375701,-0.44050590392498,0.5539,0.5837,62,0.5817,0.6764,11,0.75,1,55,9
"126",1196,2014,1163,63,24,43,5,12,10,13,5,23,12,13,6,4,16,10,0,778,152,0,"N",0.449985158410025,0.313457462581275,"win",0.585308124289889,-0.579344847139458,0.785039298375701,-0.44050590392498,0.5693,0.6145,30,0.5817,0.6764,11,0.7,1,26,9
"127",1196,2014,1417,68,27,64,3,18,11,15,8,22,12,8,8,4,19,-11,1,768,143,0,"N",0.461392510575646,0.313457462581275,"lose",1.8728843125678,-0.489696263232523,0.785039298375701,-0.44050590392498,0.5794,0.6247,14,0.5817,0.6764,11,0.727272727272727,1,21,9
"128",1196,2014,1338,45,19,51,4,17,3,6,10,21,14,11,4,2,12,-16,1,752,138,0,"N",0.441951296126911,0.313457462581275,"lose",0.829783253686405,0.719708729114719,0.785039298375701,-0.44050590392498,0.5563,0.5895,59,0.5817,0.6764,11,0.555555555555556,1,19,9
"129",1199,2011,1433,72,24,53,12,26,12,20,7,25,18,17,12,1,20,1,0,572,144,1,"N",0.468947342626995,0.476015644014434,"win",0.442267802418256,-1.0735874101601,0.831907734417017,0.562763596213287,0.5122,0.5671,136,0.5535,0.5903,54,0.375,0.625,72,42
"130",1199,2011,1323,57,19,62,7,30,12,19,15,23,12,8,4,5,25,-14,1,559,139,0,"N",0.427742284109955,0.476015644014434,"lose",1.40898038199195,-0.788879105996641,0.831907734417017,0.562763596213287,0.5652,0.5838,35,0.5535,0.5903,54,0.75,0.625,13,42
"131",1199,2011,1401,50,16,51,9,25,9,19,12,21,12,11,6,1,19,-7,1,535,137,0,"N",0.420917970869792,0.476015644014434,"lose",0.186679222080353,0.879235973699705,0.831907734417017,0.562763596213287,0.5968,0.6259,6,0.5535,0.5903,54,0.666666666666667,0.625,25,42
"132",1199,2012,1153,62,19,50,5,15,19,23,10,23,13,15,13,5,18,6,0,624,139,0,"N",0.471073278348664,0.462824255262594,"win",0.623077387599818,1.31059405548576,0.901184727429962,-0.189614024348573,0.5387,0.5885,83,0.5382,0.5732,87,0.7,0.8,55,30
"133",1199,2012,1382,63,23,57,7,14,10,13,14,23,16,13,9,3,16,-3,1,603,137,0,"N",0.499990129295857,0.462824255262594,"lose",0.74537764206943,-0.742169963374023,0.901184727429962,-0.189614024348573,0.5203,0.5226,118,0.5382,0.5732,87,0.8,0.8,96,30
"134",1203,2014,1272,71,27,55,6,22,11,16,15,21,19,12,8,4,20,5,0,741,137,0,"N",0.477079239348783,0.45644255926549,"win",1.53597826177159,0.445781243560941,0.943216922286441,0.809911651717448,0.5627,0.5949,45,0.5488,0.6028,74,0.5,0.625,30,42
"135",1206,2011,1437,57,19,52,7,22,12,17,10,25,10,9,5,5,19,-4,1,536,137,0,"N",0.446923754248802,0.381928170643151,"lose",0.817666516133564,0.272715858288958,1.16244497796131,-0.55690290191504,0.575,0.6271,22,0.4991,0.5075,164,0.25,0.857142857142857,17,41
"136",1206,2011,1326,98,36,59,16,26,10,18,11,22,23,9,8,1,11,32,0,563,139,0,"N",0.31815406478529,0.381928170643151,"win",1.96225156327162,-0.954381197418833,1.16244497796131,-0.55690290191504,0.548,0.6128,63,0.4991,0.5075,164,0.8,0.857142857142857,2,41
"137",1207,2011,1433,74,18,44,12,25,26,39,8,22,14,6,7,4,16,18,0,547,137,0,"N",0.468947342626995,0.446593633771446,"win",0.442267802418256,-1.0735874101601,0.291043914454417,-1.14540318530872,0.5122,0.5671,136,0.6197,0.6353,1,0.375,0.285714285714286,72,12
"138",1207,2012,1125,59,21,54,10,27,7,11,10,14,16,9,3,0,15,-15,1,604,137,0,"N",0.419900388829654,0.451526743257186,"lose",1.98430078328589,1.93550198885853,0.647665662709529,-0.24951260393123,0.4587,0.5757,261,0.6186,0.6323,1,1,0.625,60,16
"139",1207,2012,1301,66,20,54,7,15,19,31,17,24,11,10,4,3,14,3,0,628,139,0,"N",0.480237912190503,0.451526743257186,"win",1.16837383184656,-0.2168383977121,0.647665662709529,-0.24951260393123,0.5474,0.521,67,0.6186,0.6323,1,0.5,0.625,56,16
"140",1207,2013,1195,78,21,49,6,15,30,44,7,32,15,13,5,3,18,10,0,669,137,0,"N",0.47645586869287,0.416920510746369,"win",0.941199611401451,0.636938219489219,-0.204945951557045,0.354792555085349,0.4784,0.5444,211,0.5795,0.635,16,0.75,0.777777777777778,130,22
"141",1208,2011,1449,68,26,60,4,18,12,14,11,18,10,5,6,1,19,3,0,548,137,0,"N",0.480195634616487,0.470491620029735,"win",3.15106341014552,-0.90003430643805,0.532664104882857,0.495704793017344,0.5494,0.5915,60,0.5792,0.5344,16,0.727272727272727,0.555555555555556,21,51
"142",1211,2011,1140,89,31,59,14,28,13,15,4,23,17,8,10,6,19,22,0,550,138,0,"N",0.390985497585693,0.447715787273738,"win",2.53099254939479,-0.429372941621237,1.28627009611245,0.71227183767117,0.5252,0.6125,116,0.5241,0.5963,118,0.777777777777778,1,7,50
"143",1211,2011,1385,71,27,58,7,15,10,15,5,15,9,10,10,4,22,-15,1,522,136,0,"N",0.470154917833825,0.447715787273738,"lose",0.076500908287473,1.26725124311548,1.28627009611245,0.71227183767117,0.5755,0.5515,21,0.5241,0.5963,118,0.8,1,39,50
"144",1211,2012,1326,73,25,53,9,24,14,18,9,22,13,11,6,4,17,7,0,621,138,0,"N",0.440137454608466,0.4368049761123,"win",1.90246023543997,0.0659028842741784,1.41302756082063,-0.176717201706114,0.577,0.6723,23,0.5299,0.5728,94,0.6,0.777777777777778,4,24
"145",1211,2012,1452,54,16,49,3,17,19,28,12,19,10,10,2,3,17,-23,1,586,136,0,"N",0.497546123842771,0.4368049761123,"lose",1.27625638050273,-0.350846312300935,1.41302756082063,-0.176717201706114,0.605,0.6141,3,0.5299,0.5728,94,0.428571428571429,0.777777777777778,37,24
"146",1211,2013,1455,76,25,50,14,28,12,18,10,20,16,15,8,6,22,6,0,690,138,0,"N",0.434506131514901,0.365121790376111,"win",0.688923005005853,0.601111794014078,1.62459767855754,1.0210060182896,0.5379,0.596,91,0.5472,0.6439,75,0.625,1,26,7
"147",1211,2013,1380,58,18,46,10,23,12,18,3,24,10,10,4,8,12,-6,1,655,136,0,"N",0.461773688751372,0.365121790376111,"lose",0.164506352532856,0.514312926408334,1.62459767855754,1.0210060182896,0.402,0.4944,345,0.5472,0.6439,75,0.857142857142857,1,178,7
"148",1211,2014,1112,84,32,65,7,18,13,18,7,21,24,6,15,8,18,23,0,758,139,0,"N",0.349877405317496,0.44627931319639,"win",1.65686791240207,0.302311058014631,1.00154957774672,-0.731459053014384,0.5965,0.6731,4,0.5428,0.6181,82,0.7,0.777777777777778,2,22
"149",1211,2014,1329,77,26,65,3,15,22,37,17,23,13,12,10,2,33,-8,1,737,137,0,"N",0.47020573539652,0.44627931319639,"lose",1.98585707623508,0.0242748316555386,1.00154957774672,-0.731459053014384,0.5692,0.582,31,0.5428,0.6181,82,0.555555555555556,0.777777777777778,14,22
"150",1214,2011,1181,87,32,60,9,19,14,16,9,29,17,9,9,4,11,42,0,534,137,0,"N",0.387091596033991,0.463652618231962,"win",2.64386310443501,-0.358312620911768,0.610733847145594,0.253724107394882,0.5884,0.6637,8,0.4177,0.4269,335,0.8,0.666666666666667,3,145
"151",1217,2012,1435,79,25,46,8,18,21,30,10,25,13,16,8,5,18,9,0,598,136,0,"N",0.472061325839047,0.422373573791529,"win",0.740285133427824,1.44439123556306,-0.103271818312914,0.00439647343620105,0.5809,0.6052,18,0.5083,0.5892,140,0.7,0.75,31,38
"152",1217,2013,1112,74,27,49,9,15,11,16,3,36,13,12,4,2,20,23,0,683,138,0,"N",0.412285918062412,0.490446326008656,"win",1.00949369185582,1.14381305101727,-0.0695257750893336,-0.0893113784928029,0.5724,0.6247,25,0.4878,0.5447,180,0.555555555555556,0.75,11,103
"153",1217,2013,1307,62,21,56,3,14,17,24,16,18,8,11,12,1,17,-6,1,656,136,0,"N",0.415300872776843,0.490446326008656,"lose",0.604134540482727,0.126097022469076,-0.0695257750893336,-0.0893113784928029,0.6032,0.6712,2,0.4878,0.5447,180,0.888888888888889,0.75,18,103
"154",1217,2014,1277,80,28,57,7,21,17,22,10,24,17,11,9,1,20,7,0,755,138,0,"N",0.43502547092824,0.421236718449407,"win",1.22460508941052,-1.64589540795956,1.06541331355437,0.601473063141367,0.5796,0.6199,13,0.4797,0.5818,212,0.6,1,9,41
"155",1217,2014,1153,57,21,57,4,12,11,16,16,18,5,11,6,6,20,-4,1,721,136,0,"N",0.389698320261383,0.421236718449407,"lose",0.74843308529581,0.141705889193436,1.06541331355437,0.601473063141367,0.552,0.6172,69,0.4797,0.5818,212,0.625,1,22,41
"156",1228,2011,1242,73,27,52,4,12,15,20,7,29,17,12,5,2,11,14,0,560,139,0,"N",0.349262983508766,0.487955187102999,"win",2.64489913839531,-0.118208075284291,0.838766160545296,-1.22048190069074,0.5974,0.6878,5,0.5652,0.5596,34,0.9,0.444444444444444,2,27
"157",1228,2011,1424,62,21,54,7,24,13,19,8,17,10,9,8,0,16,-11,1,537,137,0,"N",0.444605912523785,0.487955187102999,"lose",0.992532848383852,0.321397189287857,0.838766160545296,-1.22048190069074,0.5372,0.5838,91,0.5652,0.5596,34,0.75,0.444444444444444,25,27
"158",1228,2013,1274,63,22,55,9,25,10,15,13,22,12,6,4,2,10,4,0,697,139,0,"N",0.40174500243492,0.452812603106782,"win",0.251927539056058,1.22288342530622,0.0219242315283062,1.2872445467075,0.5956,0.6542,5,0.5873,0.5939,9,0.7,0.5,13,35
"159",1228,2013,1160,49,17,51,5,19,10,13,8,28,7,15,5,5,20,-8,1,671,137,0,"N",0.483544044129235,0.452812603106782,"lose",0.735004924515978,-0.528889656680332,0.0219242315283062,1.2872445467075,0.5739,0.5953,24,0.5873,0.5939,9,0.555555555555556,0.5,41,35
"160",1231,2012,1308,66,27,49,4,12,8,10,7,16,7,17,5,6,13,-13,1,587,136,0,"N",0.47175735968955,0.429073872516232,"lose",2.72661252041084,-1.89076425573194,1.61536328127169,-0.306764908757836,0.5431,0.5126,74,0.5523,0.4856,52,0.8,0.777777777777778,79,13
"161",1231,2012,1246,102,31,64,5,10,35,37,15,24,12,6,3,4,18,12,0,638,144,0,"N",0.304847637140782,0.429073872516232,"win",2.26973260857149,0.0979373575901367,1.61536328127169,-0.306764908757836,0.5953,0.6461,8,0.5523,0.4856,52,0.888888888888889,0.777777777777778,2,13
"162",1231,2012,1433,61,23,57,9,30,6,13,8,15,8,11,10,3,16,-2,1,617,138,0,"N",0.414014267815517,0.429073872516232,"lose",0.606122389442213,0.809820260356241,1.61536328127169,-0.306764908757836,0.5384,0.5763,85,0.5523,0.4856,52,0.875,0.777777777777778,60,13
"163",1231,2013,1241,62,26,62,8,20,2,4,11,17,7,10,1,3,21,-21,1,672,137,0,"N",0.499988506271954,0.428164359271554,"lose",-0.297338516632318,-0.0876519723264683,2.38602279503202,0.815706282863325,0.4591,0.493,269,0.5859,0.6377,10,0.714285714285714,0.625,198,3
"164",1231,2013,1393,61,21,48,4,10,15,20,7,25,4,14,11,11,17,11,0,701,143,0,"N",0.432803135698172,0.428164359271554,"win",1.53263835035702,0.477449464221632,2.38602279503202,0.815706282863325,0.5929,0.6275,7,0.5859,0.6377,10,0.545454545454545,0.625,8,3
"165",1231,2013,1396,52,21,62,3,24,7,8,14,21,8,10,5,4,18,-6,1,694,139,0,"N",0.462891321558732,0.428164359271554,"lose",0.816057413271742,1.16080624973667,2.38602279503202,0.815706282863325,0.5531,0.5912,62,0.5859,0.6377,10,0.777777777777778,0.625,53,3
"166",1232,2011,1393,77,23,44,7,16,24,31,9,26,17,15,8,4,16,17,0,545,137,0,"N",0.375946680145149,0.491497579352527,"win",1.49603517163412,-0.430948243293195,-0.381687188742883,-0.300681033267831,0.586,0.6513,11,0.5465,0.5466,68,0.75,0.875,10,134
"167",1233,2012,1140,78,30,62,7,20,11,20,10,33,21,20,9,7,14,6,0,580,134,0,"N",0.467708999709625,0.448003367259393,"win",2.06993182816349,0.879493675969687,2.03693881635091,2.04835775461252,0.5782,0.6526,21,0.5176,0.5614,123,0.714285714285714,0.75,40,51
"168",1233,2013,1326,95,34,71,7,15,20,25,13,31,25,10,8,7,17,25,0,680,137,0,"N",0.454514876711736,0.493515794938807,"win",0.58689761720875,0.9241280622211,1.50217787522234,1.88546938127244,0.5857,0.6364,11,0.5069,0.5407,136,0.9,0.625,13,110
"169",1234,2014,1397,78,24,54,5,21,25,30,10,27,13,8,2,1,14,13,0,717,135,1,"N",0.491419132369849,0.482594212804763,"win",0.740782274868363,0.355033678289402,2.52380950027207,0.878157931659773,0.5755,0.5846,23,0.5668,0.5714,37,0.666666666666667,0.25,45,16
"170",1235,2012,1163,64,21,56,7,19,15,22,8,16,8,4,7,5,17,-13,1,588,136,0,"N",0.479668902313214,0.472693335963417,"lose",0.640575921995342,-0.029254365169501,0.760794972578426,1.70509945878706,0.5986,0.6305,7,0.5383,0.5136,86,0.5,0.625,34,42
"171",1235,2012,1246,87,31,56,10,20,15,22,12,28,19,11,2,5,19,16,0,618,138,0,"N",0.304847637140782,0.472693335963417,"win",2.26973260857149,0.0979373575901367,0.760794972578426,1.70509945878706,0.5953,0.6461,8,0.5383,0.5136,86,0.888888888888889,0.625,2,42
"172",1235,2013,1323,58,22,51,4,17,10,13,9,26,9,17,2,2,11,-18,1,673,137,0,"N",0.441784549228366,0.484650736930787,"lose",0.31366333981268,1.20198042250197,1.44786175330619,2.54759780638774,0.5583,0.5981,49,0.5613,0.5903,43,0.555555555555556,0.666666666666667,28,43
"173",1235,2013,1326,78,25,49,9,18,19,26,3,19,12,9,7,2,20,3,0,698,139,0,"N",0.454514876711736,0.484650736930787,"win",0.58689761720875,0.9241280622211,1.44786175330619,2.54759780638774,0.5857,0.6364,11,0.5613,0.5903,43,0.9,0.666666666666667,13,43
"174",1235,2014,1314,83,33,70,8,20,9,15,12,26,10,12,8,4,21,-2,1,760,139,0,"N",0.437859447829617,0.415855329997736,"lose",1.81763438175459,1.66320251557922,2.50306490425446,-1.74077109297012,0.576,0.6077,21,0.5814,0.6391,12,0.777777777777778,0.8,28,13
"175",1235,2014,1163,81,26,50,9,19,20,22,5,26,9,9,5,4,15,5,0,770,144,0,"N",0.449985158410025,0.415855329997736,"win",0.585308124289889,-0.579344847139458,2.50306490425446,-1.74077109297012,0.5693,0.6145,30,0.5814,0.6391,12,0.7,0.8,26,13
"176",1235,2014,1300,75,30,65,5,16,10,12,13,11,12,6,3,5,13,-18,1,738,137,0,"N",0.36818817484674,0.415855329997736,"lose",1.05226107269927,1.13188227194786,2.50306490425446,-1.74077109297012,0.4188,0.5379,337,0.5814,0.6391,12,1,0.8,117,13
"177",1241,2013,1254,55,21,59,3,16,10,14,16,19,11,11,7,1,12,-13,1,649,135,0,"N",0.477229449958776,0.499988506271954,"lose",1.69631677159456,0.37863328784398,-0.297338516632318,-0.0876519723264683,0.4545,0.4947,286,0.4591,0.493,269,0.777777777777778,0.714285714285714,206,198
"178",1241,2013,1231,83,29,55,9,23,16,21,12,26,17,9,3,3,8,21,0,672,137,0,"N",0.428164359271554,0.499988506271954,"win",2.38602279503202,0.815706282863325,-0.297338516632318,-0.0876519723264683,0.5859,0.6377,10,0.4591,0.493,269,0.625,0.714285714285714,3,198
"179",1242,2011,1228,59,23,60,6,21,7,9,10,21,16,12,7,2,18,-14,1,560,139,0,"N",0.487955187102999,0.349262983508766,"lose",0.838766160545296,-1.22048190069074,2.64489913839531,-0.118208075284291,0.5652,0.5596,34,0.5974,0.6878,5,0.444444444444444,0.9,27,2
"180",1242,2011,1433,71,21,53,12,25,17,22,9,26,14,13,7,1,18,10,0,576,146,0,"N",0.468947342626995,0.349262983508766,"win",0.442267802418256,-1.0735874101601,2.64489913839531,-0.118208075284291,0.5122,0.5671,136,0.5974,0.6878,5,0.375,0.9,72,2
"181",1242,2011,1131,53,18,51,9,25,8,12,6,19,10,12,6,3,16,-19,1,538,137,0,"N",0.472554711715375,0.349262983508766,"lose",-0.360151879351263,-0.900417310047758,2.64489913839531,-0.118208075284291,0.4852,0.5168,193,0.5974,0.6878,5,1,0.9,181,2
"182",1242,2011,1350,57,22,65,4,26,9,12,16,19,7,11,3,2,10,-20,1,569,144,0,"N",0.464183176018604,0.349262983508766,"lose",0.733240334389496,-1.79001920387976,2.64489913839531,-0.118208075284291,0.55,0.6111,59,0.5974,0.6878,5,0.888888888888889,0.9,48,2
"183",1242,2012,1326,62,20,59,8,22,14,15,10,20,11,12,7,7,17,-2,1,644,152,0,"N",0.440137454608466,0.414521897027061,"lose",1.90246023543997,0.0659028842741784,1.68116587149796,0.104704104599487,0.577,0.6723,23,0.594,0.6793,9,0.6,0.888888888888889,4,6
"184",1242,2012,1314,67,28,64,2,17,9,12,8,27,18,10,5,6,17,-13,1,642,146,0,"N",0.407194635445492,0.414521897027061,"lose",3.6312255869627,-0.302924280737202,1.68116587149796,0.104704104599487,0.5989,0.6485,6,0.594,0.6793,9,0.9,0.888888888888889,6,6
"185",1242,2012,1301,57,19,67,6,21,13,17,21,26,10,14,7,6,17,-3,1,637,144,0,"N",0.480237912190503,0.414521897027061,"lose",1.16837383184656,-0.2168383977121,1.68116587149796,0.104704104599487,0.5474,0.521,67,0.594,0.6793,9,0.5,0.888888888888889,56,6
"186",1242,2012,1178,50,20,63,3,17,7,14,16,25,9,14,9,3,21,-15,1,605,137,0,"N",0.496150457825152,0.414521897027061,"lose",0.876735355397237,-1.21622745899487,1.68116587149796,0.104704104599487,0.5062,0.5101,143,0.594,0.6793,9,0.9,0.888888888888889,155,6
"187",1242,2012,1345,60,20,50,8,18,12,19,12,24,11,10,3,1,16,-3,1,626,139,0,"N",0.495507123622278,0.414521897027061,"lose",0.4955150444493,1.92763487247006,1.68116587149796,0.104704104599487,0.5756,0.6343,25,0.594,0.6793,9,0.666666666666667,0.888888888888889,39,6
"188",1242,2012,1345,60,20,50,8,18,12,19,12,24,11,10,3,1,16,-3,1,626,139,0,"N",0.495507123622278,0.414521897027061,"lose",0.4955150444493,1.92763487247006,1.68116587149796,0.104704104599487,0.5056,0.5299,145,0.594,0.6793,9,0.666666666666667,0.888888888888889,39,6
"189",1242,2012,1246,67,23,56,6,14,15,21,12,31,12,11,4,11,15,8,0,646,154,0,"N",0.304847637140782,0.414521897027061,"win",2.26973260857149,0.0979373575901367,1.68116587149796,0.104704104599487,0.5953,0.6461,8,0.594,0.6793,9,0.888888888888889,0.888888888888889,2,6
